"Customer.Months","Churn","CHI.Score.Mon0","CHI.Score","Support.Cases.Mon0","Support.Cases","SP.Mon0","SP","Logins","Blog.Articles","Views","Days.Since.Last.Login","Logins_log","Views_log","Blog.Articles_log","Views_per_Login","Blog_per_Login","Support_Score_Interaction","Login_View_Interaction","Activity_Score"
35,0,0,-67,0,0,0,0,-4,0,5,2,NA,1.79175946922805,0,0,0,0,-20,0.0285714285714286
17,0,34,20,1,1,2,2,24,0,2,15,3.2188758248682,1.09861228866811,0,0.0833333333333333,0,20,48,1.52941176470588
18,0,31,-16,0,0,0,0,-3,0,13,-158,NA,2.63905732961526,0,0,0,0,-39,0.555555555555556
17,0,114,5,0,0,0,0,-67,0,-209,0,NA,NA,0,0,0,0,14003,-16.2352941176471
18,0,129,43,0,0,0,0,-3,1,-127,5,NA,NA,0.693147180559945,0,0,0,381,-7.16666666666667
18,0,57,0,0,0,0,0,0,0,11,31,0,2.484906649788,0,0,0,0,0,0.611111111111111
18,0,52,-31,1,-2,3,0,61,0,-46,-3,4.12713438504509,NA,0,-0.754098360655738,0,62,-2806,0.833333333333333
18,0,128,-12,0,0,0,0,-1,-1,11,1,-Inf,2.484906649788,-Inf,0,0,0,-11,0.5
17,1,0,0,0,0,0,0,0,0,4,30,0,1.6094379124341,0,0,0,0,0,0.235294117647059
18,0,96,0,0,0,0,0,0,0,-33,18,0,NA,0,0,0,0,0,-1.83333333333333
18,0,186,80,1,-1,3,0,126,1,96,0,4.84418708645859,4.57471097850338,0.693147180559945,0.761904761904762,0.00793650793650794,-80,12096,12.3888888888889
7,0,3,0,0,-1,0,-3,4,0,0,5,1.6094379124341,0,0,0,0,0,0,0.571428571428571
18,0,130,-8,0,0,0,0,7,1,1445,0,2.07944154167984,7.27655640271871,0.693147180559945,206.428571428571,0.142857142857143,0,10115,80.7222222222222
18,0,5,-1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
18,0,140,-32,0,0,0,0,17,-1,-1458,0,2.89037175789616,NA,-Inf,-85.7647058823529,-0.0588235294117647,0,-24786,-80.1111111111111
15,0,159,11,0,0,0,0,11,1,-51,4,2.484906649788,NA,0.693147180559945,-4.63636363636364,0.0909090909090909,0,-561,-2.6
18,0,192,-1,5,0,2.8,-0.2,-24,-1,-563,0,NA,NA,-Inf,0,0,0,13512,-32.6666666666667
18,0,151,-9,1,-2,3,0,-9,-1,-589,-1,NA,NA,-Inf,0,0,18,5301,-33.2777777777778
18,0,89,-17,1,1,3,3,0,-2,13,9,0,2.63905732961526,NA,0,0,-17,0,0.611111111111111
11,0,207,5,1,1,2,2,16,-2,111,0,2.83321334405622,4.71849887129509,NA,6.9375,-0.125,5,1776,11.3636363636364
18,0,72,-14,0,0,0,0,-15,-3,2005,-7,NA,7.60389796852188,NA,0,0,0,-30075,110.388888888889
18,0,106,0,0,-2,0,-3,-2,0,-788,2,NA,NA,0,0,0,0,1576,-43.8888888888889
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,93,-4,0,0,0,0,-12,-3,-62,0,NA,NA,NA,0,0,0,744,-4.8125
15,1,129,45,0,0,0,0,62,1,501,0,4.14313472639153,6.21860011969173,0.693147180559945,8.08064516129032,0.0161290322580645,0,31062,37.6
18,0,158,3,1,1,3,3,7,-5,42,2,2.07944154167984,3.76120011569356,NA,6,-0.714285714285714,3,294,2.44444444444444
18,0,75,1,0,0,0,0,5,0,-12,-2,1.79175946922805,NA,0,-2.4,0,0,-60,-0.388888888888889
18,0,147,-3,0,0,0,0,2,-2,-13,-2,1.09861228866811,NA,NA,-6.5,-1,0,-26,-0.722222222222222
19,0,201,-7,1,-2,3,0,22,-3,237,0,3.13549421592915,5.47227067367148,NA,10.7727272727273,-0.136363636363636,14,5214,13.4736842105263
18,0,93,12,0,0,0,0,5,-2,210,0,1.79175946922805,5.35185813347607,NA,42,-0.4,0,1050,11.8333333333333
17,0,97,71,0,0,0,0,8,1,-864,31,2.19722457733622,NA,0.693147180559945,-108,0.125,0,-6912,-50.2941176470588
18,0,15,-5,0,0,0,0,4,0,-20,31,1.6094379124341,NA,0,-5,0,0,-80,-0.888888888888889
17,0,32,-36,0,0,0,0,-1,0,13,8,-Inf,2.63905732961526,0,0,0,0,-13,0.705882352941177
17,0,96,1,0,0,0,0,0,0,-7,31,0,NA,0,0,0,0,0,-0.411764705882353
18,0,38,-11,0,0,0,0,0,0,-15,31,0,NA,0,0,0,0,0,-0.833333333333333
18,0,135,-1,0,-2,0,-3,-5,-1,30,0,NA,3.43398720448515,-Inf,0,0,2,-150,1.33333333333333
18,1,0,0,0,0,0,0,0,0,-517,31,0,NA,0,0,0,0,0,-28.7222222222222
18,0,106,-1,0,0,0,0,3,0,-102,-23,1.38629436111989,NA,0,-34,0,0,-306,-5.5
18,0,173,-10,0,-3,0,-3,0,-5,-190,-1,0,NA,NA,0,0,30,0,-10.8333333333333
14,0,206,2,1,1,3,3,96,0,-936,-1,4.57471097850338,NA,0,-9.75,0,2,-89856,-60
18,0,209,63,1,1,3,3,90,6,-122,-1,4.51085950651685,NA,1.94591014905531,-1.35555555555556,0.0666666666666667,63,-10980,-1.44444444444444
18,0,138,1,0,-3,0,-3,-52,0,-249,-2,NA,NA,0,0,0,-3,12948,-16.7222222222222
18,0,147,-11,1,1,3,3,0,-1,-382,-1,0,NA,-Inf,0,0,-11,0,-21.2777777777778
18,0,185,-2,0,0,0,0,28,-2,-18,1,3.36729582998647,NA,NA,-0.642857142857143,-0.0714285714285714,0,-504,0.444444444444444
18,0,78,-36,0,0,0,0,41,-1,-22,1,3.73766961828337,NA,-Inf,-0.536585365853659,-0.024390243902439,0,-902,1
18,0,72,-9,0,0,0,0,-4,0,-21,-41,NA,NA,0,0,0,0,84,-1.38888888888889
18,0,3,-87,0,0,0,0,-10,-1,9,-1,NA,2.30258509299405,-Inf,0,0,0,-90,-0.111111111111111
17,0,182,14,0,-1,0,-3,0,-3,46,0,0,3.85014760171006,NA,0,0,-14,0,2.52941176470588
18,0,119,-17,3,1,3,0,10,-6,-30,2,2.39789527279837,NA,NA,-3,-0.6,-17,-300,-1.44444444444444
18,0,114,-37,0,0,0,0,9,-2,-147,0,2.30258509299405,NA,NA,-16.3333333333333,-0.222222222222222,0,-1323,-7.77777777777778
18,0,146,-1,0,0,0,0,1,0,75,-2,0.693147180559945,4.33073334028633,0,75,0,0,75,4.22222222222222
8,0,67,0,1,1,3,3,11,0,-12,-3,2.484906649788,NA,0,-1.09090909090909,0,0,-132,-0.125
18,0,115,-45,0,0,0,0,18,-1,-149,0,2.94443897916644,NA,-Inf,-8.27777777777778,-0.0555555555555556,0,-2682,-7.33333333333333
17,0,48,-58,2,2,3,3,58,-2,-62,13,4.07753744390572,NA,NA,-1.06896551724138,-0.0344827586206897,-116,-3596,-0.352941176470588
18,0,112,-16,0,0,0,0,103,-1,46,-1,4.64439089914137,3.85014760171006,-Inf,0.446601941747573,-0.00970873786407767,0,4738,8.22222222222222
17,0,46,-21,0,0,0,0,-7,0,15,26,NA,2.77258872223978,0,0,0,0,-105,0.470588235294118
17,1,104,2,0,0,0,0,3,0,-20,4,1.38629436111989,NA,0,-6.66666666666667,0,0,-60,-1
15,0,183,-3,1,-4,3,0,16,-3,-3976,0,2.83321334405622,NA,NA,-248.5,-0.1875,12,-63616,-264.2
13,0,99,4,0,0,0,0,-8,0,-195,9,NA,NA,0,0,0,0,1560,-15.6153846153846
13,0,143,16,0,-1,0,-3,31,0,55,0,3.46573590279973,4.02535169073515,0,1.7741935483871,0,-16,1705,6.61538461538461
18,0,73,49,0,0,0,0,8,0,29,31,2.19722457733622,3.40119738166216,0,3.625,0,0,232,2.05555555555556
18,0,149,0,1,1,3,3,54,0,278,0,4.00733318523247,5.63121178182137,0,5.14814814814815,0,0,15012,18.4444444444444
16,0,182,-15,0,-10,0,-3,38,-5,254,0,3.66356164612965,5.54126354515843,NA,6.68421052631579,-0.131578947368421,150,9652,17.9375
18,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
18,0,45,45,0,0,0,0,4,1,5,31,1.6094379124341,1.79175946922805,0.693147180559945,1.25,0.25,0,20,0.555555555555556
18,0,180,-5,0,-2,0,-2.5,29,-1,-1519,-2,3.40119738166216,NA,-Inf,-52.3793103448276,-0.0344827586206897,10,-44051,-82.8333333333333
10,0,64,-6,0,0,0,0,10,0,45,-24,2.39789527279837,3.8286413964891,0,4.5,0,0,450,5.5
18,0,88,-49,0,0,0,0,-3,-3,36,-6,NA,3.61091791264422,NA,0,0,0,-108,1.66666666666667
18,0,173,8,2,0,3,0,11,0,260,0,2.484906649788,5.56452040732269,0,23.6363636363636,0,0,2860,15.0555555555556
17,0,178,-6,1,0,3,0,-20,-5,5493,0,NA,8.61141186665522,NA,0,0,0,-109860,321.647058823529
7,0,60,49,0,0,0,0,-3,3,0,-3,NA,0,1.38629436111989,0,0,0,0,0
17,0,203,11,3,3,3,3,32,1,132,0,3.49650756146648,4.89034912822175,0.693147180559945,4.125,0.03125,33,4224,9.70588235294118
18,0,110,5,11,7,3,0,12,0,-1,5,2.56494935746154,-Inf,0,-0.0833333333333333,0,35,-12,0.611111111111111
16,0,169,1,0,0,0,0,-19,-2,77,0,NA,4.35670882668959,NA,0,0,0,-1463,3.5
16,0,127,-37,1,-1,3,0,12,-1,25,2,2.56494935746154,3.25809653802148,-Inf,2.08333333333333,-0.0833333333333333,37,300,2.25
5,0,50,2,3,0,3,0.333333333,-9,-1,6,20,NA,1.94591014905531,-Inf,0,0,0,-54,-0.8
15,0,21,1,0,0,0,0,0,0,-18,31,0,NA,0,0,0,0,0,-1.2
17,0,142,0,1,-1,3,0,0,-1,-29,-2,0,NA,-Inf,0,0,0,0,-1.76470588235294
11,0,185,63,3,3,3,3,104,-1,8,2,4.65396035015752,2.19722457733622,-Inf,0.0769230769230769,-0.00961538461538462,189,832,10.0909090909091
18,0,161,1,0,0,0,0,2,0,174,-3,1.09861228866811,5.16478597392351,0,87,0,0,348,9.77777777777778
18,0,105,0,0,-1,0,-3,-3,0,26,-1,NA,3.29583686600433,0,0,0,0,-78,1.27777777777778
14,0,152,-19,1,0,3,0,22,-36,-25,0,3.13549421592915,NA,NA,-1.13636363636364,-1.63636363636364,0,-550,-2.78571428571429
17,0,43,-2,0,0,0,0,0,0,-36,31,0,NA,0,0,0,0,0,-2.11764705882353
18,0,235,15,5,5,2.8,2.8,149,-1,-263,0,5.01063529409626,NA,-Inf,-1.76510067114094,-0.00671140939597315,75,-39187,-6.38888888888889
18,0,231,11,2,2,3,3,30,-1,-218,6,3.43398720448515,NA,-Inf,-7.26666666666667,-0.0333333333333333,22,-6540,-10.5
18,0,2,-42,0,0,0,0,-1,0,-1,27,-Inf,-Inf,0,0,0,0,1,-0.111111111111111
18,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
17,0,172,3,4,3,3,0,96,1,141,0,4.57471097850338,4.95582705760126,0.693147180559945,1.46875,0.0104166666666667,9,13536,14
18,0,175,29,4,3,3,0,1,-1,199,-2,0.693147180559945,5.29831736654804,-Inf,199,-1,87,199,11.0555555555556
16,0,181,3,0,0,0,0,10,0,59,0,2.39789527279837,4.0943445622221,0,5.9,0,0,590,4.3125
12,0,100,-30,0,0,0,0,-17,0,47,-1,NA,3.87120101090789,0,0,0,0,-799,2.5
17,0,23,-10,0,0,0,0,-1,0,0,-8,-Inf,0,0,0,0,0,0,-0.0588235294117647
18,0,55,0,0,0,0,0,-9,0,-1,1,NA,-Inf,0,0,0,0,9,-0.555555555555556
15,0,82,-30,1,0,3,0,-2,1,22,1,NA,3.13549421592915,0.693147180559945,0,0,0,-44,1.4
18,0,190,40,6,3,3,0,6,0,-147,0,1.94591014905531,NA,0,-24.5,0,120,-882,-7.83333333333333
18,0,161,0,0,0,0,0,31,0,1,0,3.46573590279973,0.693147180559945,0,0.032258064516129,0,0,31,1.77777777777778
18,0,142,1,2,2,3,3,12,4,-14,-4,2.56494935746154,NA,1.6094379124341,-1.16666666666667,0.333333333333333,2,-168,0.111111111111111
18,0,28,-16,0,0,0,0,-6,0,3,2,NA,1.38629436111989,0,0,0,0,-18,-0.166666666666667
14,0,153,-46,1,0,3,0,3,-1,-324,4,1.38629436111989,NA,-Inf,-108,-0.333333333333333,0,-972,-23
17,0,130,-27,0,0,0,0,-9,-2,4,4,NA,1.6094379124341,NA,0,0,0,-36,-0.411764705882353
14,0,87,-28,0,0,0,0,6,0,-89,2,1.94591014905531,NA,0,-14.8333333333333,0,0,-534,-5.92857142857143
16,0,64,33,0,0,0,0,4,0,-4,31,1.6094379124341,NA,0,-1,0,0,-16,0
15,0,145,52,7,6,3,0,30,2,105,2,3.43398720448515,4.66343909411207,1.09861228866811,3.5,0.0666666666666667,312,3150,9.13333333333333
18,0,36,-39,0,0,0,0,-20,0,0,1,NA,0,0,0,0,0,0,-1.11111111111111
18,1,182,0,2,0,3,0,5,-1,32,0,1.79175946922805,3.49650756146648,-Inf,6.4,-0.2,0,160,2
18,0,147,18,0,0,0,0,15,-1,-21,-1,2.77258872223978,NA,-Inf,-1.4,-0.0666666666666667,0,-315,-0.388888888888889
17,0,191,-19,3,2,3,0,44,-1,69,0,3.80666248977032,4.24849524204936,-Inf,1.56818181818182,-0.0227272727272727,-38,3036,6.58823529411765
18,0,72,1,2,2,3,3,2,0,-102,31,1.09861228866811,NA,0,-51,0,2,-204,-5.55555555555556
14,0,167,21,0,0,0,0,56,0,45,0,4.04305126783455,3.8286413964891,0,0.803571428571429,0,0,2520,7.21428571428571
18,0,203,-4,1,-2,2,-1,-9,-3,1218,0,NA,7.10578612948127,NA,0,0,8,-10962,67
17,0,183,1,0,0,0,0,35,1,-181,0,3.58351893845611,NA,0.693147180559945,-5.17142857142857,0.0285714285714286,0,-6335,-8.52941176470588
18,0,45,45,2,2,3,3,56,0,-4,31,4.04305126783455,NA,0,-0.0714285714285714,0,90,-224,2.88888888888889
17,0,117,-2,0,-1,0,-3,4,0,-31,4,1.6094379124341,NA,0,-7.75,0,2,-124,-1.58823529411765
14,0,77,-11,0,0,0,0,-13,-1,-80,0,NA,NA,-Inf,0,0,0,1040,-6.71428571428571
18,0,130,-15,1,1,3,3,62,0,13594,3,4.14313472639153,9.51745735706657,0,219.258064516129,0,-15,842828,758.666666666667
18,0,25,23,0,0,0,0,2,0,2,31,1.09861228866811,1.09861228866811,0,1,0,0,4,0.222222222222222
5,0,125,57,2,0,3,0,30,-2,1,5,3.43398720448515,0.693147180559945,NA,0.0333333333333333,-0.0666666666666667,0,30,5.8
10,0,146,7,0,0,0,0,53,5,-1,1,3.98898404656427,-Inf,1.79175946922805,-0.0188679245283019,0.0943396226415094,0,-53,5.7
18,1,132,-30,0,0,0,0,12,6,-391,0,2.56494935746154,NA,1.94591014905531,-32.5833333333333,0.5,0,-4692,-20.7222222222222
18,0,194,17,0,0,0,0,40,2,-167,-4,3.71357206670431,NA,1.09861228866811,-4.175,0.05,0,-6680,-6.94444444444444
17,0,144,23,1,1,3,3,11,-1,-476,-1,2.484906649788,NA,-Inf,-43.2727272727273,-0.0909090909090909,23,-5236,-27.4117647058824
18,0,76,-10,0,0,0,0,1,0,131,-2,0.693147180559945,4.88280192258637,0,131,0,0,131,7.33333333333333
16,1,5,5,0,0,0,0,2,0,0,31,1.09861228866811,0,0,0,0,0,0,0.125
11,0,15,15,0,0,0,0,2,0,0,31,1.09861228866811,0,0,0,0,0,0,0.181818181818182
18,0,132,-2,0,-1,0,-3,4,0,-142,31,1.6094379124341,NA,0,-35.5,0,2,-568,-7.66666666666667
9,0,39,-4,0,0,0,0,12,0,0,0,2.56494935746154,0,0,0,0,0,0,1.33333333333333
16,1,116,-9,1,1,3,3,-1,1,13,-4,-Inf,2.63905732961526,0.693147180559945,0,0,-9,-13,0.8125
15,0,94,-49,0,-6,0,-3,-8,-2,-178,0,NA,NA,NA,0,0,294,1424,-12.5333333333333
17,0,66,15,0,0,0,0,28,0,-36,18,3.36729582998647,NA,0,-1.28571428571429,0,0,-1008,-0.470588235294118
17,0,27,25,0,0,0,0,2,0,-1,31,1.09861228866811,-Inf,0,-0.5,0,0,-2,0.0588235294117647
18,0,0,-36,0,0,0,0,-6,0,0,-4,NA,0,0,0,0,0,0,-0.333333333333333
13,0,193,-24,1,1,3,3,2,1,3944,-1,1.09861228866811,8.28020423327997,0.693147180559945,1972,0.5,-24,7888,303.615384615385
13,0,22,-37,0,0,0,0,0,-1,2917,31,0,7.97865372908273,-Inf,0,0,0,0,224.307692307692
17,0,131,-1,0,0,0,0,7,0,97,8,2.07944154167984,4.58496747867057,0,13.8571428571429,0,0,679,6.11764705882353
17,1,2,1,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
18,0,201,-11,0,0,0,0,-10,-3,1079,0,NA,6.98471632011827,NA,0,0,0,-10790,59.2222222222222
17,0,96,0,0,-1,0,-3,-4,0,50,-18,NA,3.93182563272433,0,0,0,0,-200,2.70588235294118
17,0,54,1,0,0,0,0,7,0,3,-1,2.07944154167984,1.38629436111989,0,0.428571428571429,0,0,21,0.588235294117647
14,0,0,0,0,0,0,0,-4,0,0,4,NA,0,0,0,0,0,0,-0.285714285714286
17,0,72,-4,0,-2,0,-2.5,3,0,492,12,1.38629436111989,6.20050917404269,0,164,0,8,1476,29.1176470588235
6,0,170,53,2,1,3,0,32,-2,2,-1,3.49650756146648,1.09861228866811,NA,0.0625,-0.0625,53,64,5.33333333333333
16,1,73,16,0,0,0,0,0,0,-196,31,0,NA,0,0,0,0,0,-12.25
17,0,36,16,0,0,0,0,24,0,39,2,3.2188758248682,3.68887945411394,0,1.625,0,0,936,3.70588235294118
18,0,110,-20,0,0,0,0,11,0,116,0,2.484906649788,4.76217393479776,0,10.5454545454545,0,0,1276,7.05555555555556
16,0,152,-27,6,6,3,3,17,-1,-1302,-2,2.89037175789616,NA,-Inf,-76.5882352941177,-0.0588235294117647,-162,-22134,-80.375
18,0,96,-12,1,1,3,3,-2,-4,27,1,NA,3.3322045101752,NA,0,0,-12,-54,1.16666666666667
14,0,208,-20,1,1,3,3,296,-1,556,0,5.6937321388027,6.32256523992728,-Inf,1.87837837837838,-0.00337837837837838,-20,164576,60.7857142857143
15,0,151,-12,0,-2,0,-3,-22,-3,-199,0,NA,NA,NA,0,0,24,4378,-14.9333333333333
16,0,108,3,0,0,0,0,18,2,-16,2,2.94443897916644,NA,1.09861228866811,-0.888888888888889,0.111111111111111,0,-288,0.25
18,0,99,8,0,0,0,0,16,0,-8,23,2.83321334405622,NA,0,-0.5,0,0,-128,0.444444444444444
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,6,-26,0,0,0,0,-2,0,-225,10,NA,NA,0,0,0,0,450,-12.6111111111111
18,0,2,1,0,0,0,0,0,0,28,31,0,3.36729582998647,0,0,0,0,0,1.55555555555556
17,0,142,-7,1,1,3,3,39,-1,56,0,3.68887945411394,4.04305126783455,-Inf,1.43589743589744,-0.0256410256410256,-7,2184,5.52941176470588
18,0,0,-23,0,0,0,0,0,0,14,31,0,2.70805020110221,0,0,0,0,0,0.777777777777778
12,1,117,-14,0,0,0,0,-7,0,12,0,NA,2.56494935746154,0,0,0,0,-84,0.416666666666667
18,0,26,-11,0,-1,0,-3,17,0,-6,7,2.89037175789616,NA,0,-0.352941176470588,0,11,-102,0.611111111111111
16,1,20,-41,0,0,0,0,-2,0,-675,-53,NA,NA,0,0,0,0,1350,-42.3125
17,0,52,35,0,0,0,0,0,0,-14,31,0,NA,0,0,0,0,0,-0.823529411764706
17,0,98,6,0,0,0,0,16,0,-924,4,2.83321334405622,NA,0,-57.75,0,0,-14784,-53.4117647058824
8,0,166,-2,6,2,2.833333333,-0.5,-3,0,-254,-1,NA,NA,0,0,0,-4,762,-32.125
15,0,84,4,0,0,0,0,21,4,0,2,3.09104245335832,0,1.6094379124341,0,0.19047619047619,0,0,1.66666666666667
17,0,147,-12,4,4,3,3,23,0,0,0,3.17805383034795,0,0,0,0,-48,0,1.35294117647059
16,0,83,8,0,0,0,0,5,2,0,0,1.79175946922805,0,1.09861228866811,0,0.4,0,0,0.4375
17,0,148,-16,0,0,0,0,21,2,-119,3,3.09104245335832,NA,1.09861228866811,-5.66666666666667,0.0952380952380952,0,-2499,-5.64705882352941
17,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
17,0,73,-59,0,0,0,0,-7,-3,-58,1,NA,NA,NA,0,0,0,406,-4
17,0,157,-24,0,0,0,0,4,1,126,-2,1.6094379124341,4.84418708645859,0.693147180559945,31.5,0.25,0,504,7.70588235294118
17,1,31,-27,0,0,0,0,-2,0,157,11,NA,5.06259503302697,0,0,0,0,-314,9.11764705882353
17,0,180,2,0,0,0,0,-6,2,0,1,NA,0,1.09861228866811,0,0,0,0,-0.235294117647059
17,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
14,0,67,65,0,0,0,0,4,0,73,31,1.6094379124341,4.30406509320417,0,18.25,0,0,292,5.5
17,0,137,-18,0,0,0,0,-6,0,-353,3,NA,NA,0,0,0,0,2118,-21.1176470588235
12,0,145,15,0,-2,0,-3.5,24,0,136,3,3.2188758248682,4.91998092582813,0,5.66666666666667,0,-30,3264,13.3333333333333
17,0,197,21,1,1,3,3,33,1,5,-3,3.52636052461616,1.79175946922805,0.693147180559945,0.151515151515152,0.0303030303030303,21,165,2.29411764705882
17,0,229,1,2,1,3,0,-64,1,-240,0,NA,NA,0.693147180559945,0,0,1,15360,-17.8235294117647
16,0,56,56,0,0,0,0,2,0,-24,31,1.09861228866811,NA,0,-12,0,0,-48,-1.375
17,0,160,-20,0,0,0,0,-10,-5,-92,0,NA,NA,NA,0,0,0,920,-6.29411764705882
17,0,100,-77,1,1,3,3,-2,-2,53,15,NA,3.98898404656427,NA,0,0,-77,-106,2.88235294117647
17,0,140,58,3,1,3,0,30,2,22,3,3.43398720448515,3.13549421592915,1.09861228866811,0.733333333333333,0.0666666666666667,58,660,3.17647058823529
15,0,105,-5,1,0,3,0,-34,0,191,3,NA,5.25749537202778,0,0,0,0,-6494,10.4666666666667
13,0,125,9,0,0,0,0,-8,0,17,-1,NA,2.89037175789616,0,0,0,0,-136,0.692307692307692
15,1,165,-11,0,0,0,0,98,1,110,-2,4.59511985013459,4.70953020131233,0.693147180559945,1.12244897959184,0.0102040816326531,0,10780,13.9333333333333
12,0,130,-50,2,2,3.5,3.5,-35,-1,-556,-2,NA,NA,-Inf,0,0,-100,19460,-49.3333333333333
16,0,85,-15,0,0,0,0,3,0,-1,15,1.38629436111989,-Inf,0,-0.333333333333333,0,0,-3,0.125
17,0,125,-2,0,0,0,0,23,0,-38,2,3.17805383034795,NA,0,-1.65217391304348,0,0,-874,-0.882352941176471
17,0,83,-1,2,1,3,0,-12,0,-151,-10,NA,NA,0,0,0,-1,1812,-9.58823529411765
12,0,47,-15,0,0,0,0,18,0,-53,-13,2.94443897916644,NA,0,-2.94444444444444,0,0,-954,-2.91666666666667
16,0,178,1,0,0,0,0,4,2,-891,-1,1.6094379124341,NA,1.09861228866811,-222.75,0.5,0,-3564,-55.3125
17,0,157,-12,0,0,0,0,25,-1,23,6,3.25809653802148,3.17805383034795,-Inf,0.92,-0.04,0,575,2.76470588235294
17,0,162,35,2,1,3,0,22,1,-2411,-2,3.13549421592915,NA,0.693147180559945,-109.590909090909,0.0454545454545455,35,-53042,-140.470588235294
14,0,57,1,0,0,0,0,15,1,-7,3,2.77258872223978,NA,0.693147180559945,-0.466666666666667,0.0666666666666667,0,-105,0.642857142857143
16,0,41,-61,0,0,0,0,0,0,92,14,0,4.53259949315326,0,0,0,0,0,5.75
17,0,125,-18,0,0,0,0,23,-1,-26,0,3.17805383034795,NA,-Inf,-1.1304347826087,-0.0434782608695652,0,-598,-0.235294117647059
17,0,169,-9,0,0,0,0,-32,2,76,0,NA,4.34380542185368,1.09861228866811,0,0,0,-2432,2.70588235294118
17,0,111,-21,0,0,0,0,-18,-1,20,4,NA,3.04452243772342,-Inf,0,0,0,-360,0.0588235294117647
15,0,184,-4,3,2,3,0,14,-3,1139,-1,2.70805020110221,7.03878354138854,NA,81.3571428571429,-0.214285714285714,-8,15946,76.6666666666667
17,0,119,64,0,0,0,0,4,4,199,31,1.6094379124341,5.29831736654804,1.6094379124341,49.75,1,0,796,12.1764705882353
14,0,107,10,0,0,0,0,7,0,0,10,2.07944154167984,0,0,0,0,0,0,0.5
17,0,128,-1,0,0,0,0,17,0,-320,0,2.89037175789616,NA,0,-18.8235294117647,0,0,-5440,-17.8235294117647
17,0,212,-2,0,-1,0,-3,51,-2,2420,2,3.95124371858143,7.79193595693806,NA,47.4509803921569,-0.0392156862745098,2,123420,145.235294117647
11,0,174,-28,2,-2,3,0,-41,-2,736,0,NA,6.60258789218934,NA,0,0,56,-30176,63
17,0,108,1,0,0,0,0,-1,0,41,-18,-Inf,3.73766961828337,0,0,0,0,-41,2.35294117647059
17,0,214,-13,1,-8,2,-0.5,2,4,577,-1,1.09861228866811,6.35957386867238,1.6094379124341,288.5,2,104,1154,34.2941176470588
16,0,128,3,0,0,0,0,8,2,50,6,2.19722457733622,3.93182563272433,1.09861228866811,6.25,0.25,0,400,3.75
17,0,101,-1,1,1,3,3,60,0,-90,31,4.11087386417331,NA,0,-1.5,0,-1,-5400,-1.76470588235294
14,0,67,24,0,0,0,0,4,0,-14,-2,1.6094379124341,NA,0,-3.5,0,0,-56,-0.714285714285714
17,0,22,-30,0,0,0,0,10,0,11,0,2.39789527279837,2.484906649788,0,1.1,0,0,110,1.23529411764706
16,1,93,-46,0,0,0,0,-22,-1,61,-10,NA,4.12713438504509,-Inf,0,0,0,-1342,2.375
16,1,132,-71,0,0,0,0,1,-1,1209,0,0.693147180559945,7.09837563859079,-Inf,1209,-1,0,1209,75.5625
13,0,131,-11,0,-1,0,-3,3,-1,-60,5,1.38629436111989,NA,-Inf,-20,-0.333333333333333,11,-180,-4.46153846153846
16,0,187,47,0,0,0,0,16,1,-342,-1,2.83321334405622,NA,0.693147180559945,-21.375,0.0625,0,-5472,-20.3125
12,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
13,0,45,-16,0,-1,0,-3,-1,0,-3,-2,-Inf,NA,0,0,0,16,3,-0.307692307692308
17,0,58,-9,0,0,0,0,-11,0,-8,-5,NA,NA,0,0,0,0,88,-1.11764705882353
16,1,205,2,0,-2,0,-3,37,-3,1125,5,3.63758615972639,7.02642680869964,NA,30.4054054054054,-0.0810810810810811,-4,41625,72.4375
17,0,50,-46,0,-1,0,-3,-1,0,12,4,-Inf,2.56494935746154,0,0,0,46,-12,0.647058823529412
17,0,157,-12,0,-5,0,-3,-44,-1,-490,5,NA,NA,-Inf,0,0,60,21560,-31.4705882352941
17,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
17,0,80,-15,0,0,0,0,-1,0,-190,-1,-Inf,NA,0,0,0,0,190,-11.2352941176471
15,1,78,-4,0,0,0,0,14,0,21,0,2.70805020110221,3.09104245335832,0,1.5,0,0,294,2.33333333333333
17,0,163,11,0,0,0,0,39,5,-574,0,3.68887945411394,NA,1.79175946922805,-14.7179487179487,0.128205128205128,0,-22386,-31.1764705882353
16,0,12,-25,0,0,0,0,-4,0,1,-4,NA,0.693147180559945,0,0,0,0,-4,-0.1875
15,0,117,-18,1,1,3,3,-15,1,-111,0,NA,NA,0.693147180559945,0,0,-18,1665,-8.33333333333333
17,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
8,0,60,10,0,0,0,0,1,0,-9,-19,0.693147180559945,NA,0,-9,0,0,-9,-1
